1,6,00:57:58,0,8,0
1,6,00:58:11,0,8,0
1,6,01:08:13,0,8,0
1,6,01:18:15,0,8,0
1,6,01:28:17,0,8,0
1,6,01:38:18,0,8,0
1,6,01:48:20,0,8,0
1,6,01:58:22,0,8,0
1,6,02:08:24,0,8,0
1,6,02:18:26,0,8,0
1,6,02:28:28,0,8,0
1,6,02:38:29,0,8,0
1,6,02:48:31,0,8,0
1,6,02:58:33,0,8,0
1,6,03:08:35,0,8,0
1,6,03:18:37,0,8,0
1,6,03:28:39,0,8,0
1,6,03:38:40,0,8,0
1,6,03:48:42,0,8,0
1,6,03:58:44,0,8,0
1,6,04:08:46,0,8,0
1,6,04:18:48,0,8,0
1,6,04:28:49,0,8,0
1,6,04:38:51,0,8,0
1,6,04:48:53,0,8,0
1,6,04:58:55,0,8,0
1,6,05:08:57,0,8,0
1,6,05:18:58,0,8,0
1,6,05:29:00,0,8,0
1,6,05:39:02,0,8,0
1,6,05:49:04,0,8,0
1,6,05:59:05,0,8,0
1,6,06:09:07,0,8,0
1,6,06:19:09,0,8,0
1,6,06:29:11,0,8,0
1,6,06:39:13,0,8,0
1,6,06:49:15,0,8,0
1,6,06:59:17,0,8,0
1,6,07:09:18,0,8,0
1,6,07:19:20,0,8,0
1,6,07:29:22,0,8,0
1,6,07:39:24,0,8,0
1,6,07:49:26,0,8,0
1,6,07:59:27,0,8,0
1,6,08:09:29,0,8,0
1,6,08:19:31,0,8,0
1,6,08:29:33,0,8,0
1,6,08:39:35,0,8,0
1,6,08:49:37,0,8,0
1,6,08:59:38,0,8,0
1,6,09:09:40,0,8,0
1,6,09:19:42,0,8,0
1,6,09:29:44,0,8,0
1,6,09:39:46,0,8,0
1,6,09:49:48,0,8,0
1,6,09:59:49,0,0,0
1,6,10:09:51,6,2,0
1,6,10:19:53,18,3,0
1,6,10:29:55,23,3,0
1,6,10:39:57,20,18,0
1,6,10:49:59,21,18,0
1,6,11:00:00,23,18,0
1,6,11:10:02,30,41,0
1,6,11:20:04,29,41,0
1,6,11:30:06,23,41,0
1,6,11:40:08,24,41,0
1,6,11:50:10,26,41,0
1,6,12:00:12,23,41,0
1,6,12:10:13,25,28,0
1,6,12:20:15,26,22,0
1,6,12:30:17,23,23,0
1,6,12:40:19,23,31,0
1,6,12:50:21,20,31,0
1,6,13:00:22,16,31,0
1,6,13:10:24,21,26,0
1,6,13:20:26,27,27,0
1,6,13:30:28,26,27,0
1,6,13:40:29,23,21,0
1,6,13:50:31,26,21,0
1,6,14:00:33,32,22,0
1,6,14:10:35,33,22,0
1,6,14:20:37,39,22,0
1,6,14:30:39,36,37,0
1,6,14:40:41,38,37,0
1,6,14:50:42,36,34,2
1,6,15:00:44,39,32,7
1,6,15:10:46,26,44,7
1,6,15:20:48,23,44,7
1,6,15:30:50,33,45,7
1,6,15:40:51,36,46,8
1,6,15:50:53,32,46,8
1,6,16:00:56,30,47,8
1,6,16:10:58,35,54,8
1,6,16:20:59,36,53,8
1,6,16:31:01,38,52,8
1,6,16:41:03,41,46,0
1,6,16:51:05,42,46,0
1,6,17:01:07,21,46,0
1,6,17:11:09,26,43,0
1,6,17:21:11,27,46,0
1,6,17:31:13,29,46,0
1,6,17:41:14,29,53,0
1,6,17:51:16,32,51,0
1,6,18:01:18,30,53,0
1,6,18:11:20,28,53,0
1,6,18:21:22,30,53,0
1,6,18:31:24,30,29,0
1,6,18:41:25,34,30,0
1,6,18:51:27,36,30,0
1,6,19:01:29,37,33,0
1,6,19:11:31,38,33,1
1,6,19:21:33,41,34,6
1,6,19:31:34,44,35,6
1,6,19:41:36,17,35,6
1,6,19:51:38,16,38,6
1,6,20:01:40,15,34,8
1,6,20:11:42,7,33,9
1,6,20:21:44,1,33,11
1,6,20:31:46,5,22,13
1,6,20:41:47,4,22,14
1,6,20:51:49,3,22,14
1,6,21:01:51,18,23,14
1,6,21:11:53,17,26,14
1,6,21:21:55,18,26,14
1,6,21:31:57,13,26,14
1,6,21:41:58,18,24,7
1,6,21:52:00,18,24,3
1,6,22:02:02,17,23,0
1,6,22:12:04,10,8,0
1,6,22:22:06,9,8,0
1,6,22:32:08,3,8,0
1,6,22:42:09,0,5,0
1,6,22:52:11,0,4,0
1,6,23:02:13,0,4,0
1,6,23:12:15,0,4,0
1,6,23:22:17,0,4,0
1,6,23:32:18,0,4,0
1,6,23:42:20,0,4,0
1,6,23:52:22,0,4,0
1,7,00:02:24,0,4,0
1,7,00:12:25,0,4,0
1,7,00:22:27,0,4,0
1,7,00:32:29,0,4,0
1,7,00:42:31,0,4,0
1,7,00:52:33,0,4,0
1,7,01:02:34,0,4,0
1,7,01:12:36,0,4,0
1,7,01:22:38,0,4,0
1,7,01:32:40,0,4,0
1,7,01:42:41,0,4,0
1,7,01:52:43,0,4,0
1,7,02:02:45,0,4,0
1,7,02:12:47,0,4,0
1,7,02:22:48,0,4,0
1,7,02:32:50,0,4,0
1,7,02:42:52,0,4,0
1,7,02:52:54,0,4,0
1,7,03:02:55,0,4,0
1,7,03:12:57,0,4,0
1,7,03:22:59,0,4,0
1,7,03:33:01,0,4,0
1,7,03:43:03,0,4,0
1,7,03:53:04,0,4,0
1,7,04:03:06,0,4,0
1,7,04:13:08,0,4,0
1,7,04:23:09,0,4,0
1,7,04:33:11,0,4,0
1,7,04:43:13,0,4,0
1,7,04:53:15,0,4,0
1,7,05:03:16,0,4,0
1,7,05:13:18,0,4,0
1,7,05:23:20,0,4,0
1,7,05:33:21,0,4,0
1,7,05:43:23,0,4,0
1,7,05:53:25,0,4,0
1,7,06:03:27,0,4,0
1,7,06:13:28,0,4,0
1,7,06:23:30,0,4,0
1,7,06:33:32,0,4,0
1,7,06:43:34,0,4,0
1,7,06:53:35,0,4,0
1,7,07:03:37,0,4,0
1,7,07:13:39,0,4,0
1,7,07:23:41,0,4,0
1,7,07:33:42,0,4,0
1,7,07:43:44,0,4,0
1,7,07:53:46,0,4,0
1,7,08:03:48,0,4,0
1,7,08:13:49,0,4,0
1,7,08:23:51,0,4,0
1,7,08:33:53,0,4,0
1,7,08:43:54,0,4,0
